API_NO,WELL_NAME,FIELD,OPERATOR,LATITUDE,LONGITUDE,COUNTY,STATE,FORMATION,STATUS,SPUD_DATE,FIRST_PROD_DATE,TVD_FT,MD_FT,LATERAL_LENGTH_FT,PERF_TOP_FT,PERF_BOTTOM_FT
42-475-36076,Nelson 5V,Loving,Texas Energy LLC,31.625168,-103.443064,Ward,TX,Wolfcamp B,ACTIVE,2023-04-21,2023-06-16,11478,19481,7974,11185,11772
42-475-54380,Harrison 1H,Wink,Texas Energy LLC,31.4788,-103.255865,Ward,TX,Wolfcamp C,ACTIVE,2024-06-20,2024-09-05,11214,24538,13414,10922,11323
42-389-57854,Washington 7H,Grandfalls,Texas Energy LLC,31.338288,-103.484049,Reeves,TX,Avalon Shale,ACTIVE,2025-08-24,2025-11-17,9202,17480,8388,9098,9470
42-475-89000,Thompson 7H,Kermit,Texas Energy LLC,31.661679,-103.057593,Ward,TX,Wolfcamp B,ACTIVE,2022-05-28,2022-08-02,8770,14063,5377,8545,8910
42-109-36829,Nelson 3H,Buena Vista,Texas Energy LLC,31.744057,-104.686774,Culberson,TX,Wolfcamp A,ACTIVE,2023-04-17,2023-06-06,11991,24461,12652,11807,12225
42-475-94092,Bennett 11V,Grandfalls,Texas Energy LLC,31.304619,-103.459296,Ward,TX,Wolfcamp A,ACTIVE,2024-08-17,2024-10-30,9966,20467,10272,9675,10150
42-389-70862,Beal 4V,Buena Vista,Texas Energy LLC,31.093784,-103.606596,Reeves,TX,Avalon Shale,ACTIVE,2022-09-01,2022-11-28,10212,24746,14643,9911,10458
42-495-33581,Kelly 5H,Van Horn,Texas Energy LLC,31.788994,-103.071074,Winkler,TX,1st Bone Spring,ACTIVE,2025-01-20,2025-03-20,10522,25099,14968,10060,10630
42-475-46880,Resources 6H,Fort Stockton,Texas Energy LLC,31.245989,-103.076362,Ward,TX,Wolfcamp A,ACTIVE,2023-10-14,2023-12-23,12564,17938,5483,12115,12723
42-389-65060,Coleman 10H,Fort Stockton,Texas Energy LLC,31.717054,-103.202614,Reeves,TX,2nd Bone Spring,ACTIVE,2022-02-26,2022-05-21,13494,20506,6669,13107,13554
42-389-92425,West 9H,Monahans,Texas Energy LLC,31.575756,-103.265445,Reeves,TX,1st Bone Spring,ACTIVE,2023-04-22,2023-07-15,11203,19832,8812,10822,11276
42-475-51804,Hughes 9H,Delaware Basin,Texas Energy LLC,31.444643,-103.484647,Ward,TX,1st Bone Spring,ACTIVE,2024-12-01,2025-02-25,12947,19262,5995,12813,13152
42-389-51491,Ranch 4H,Balmorhea,Texas Energy LLC,31.185463,-103.320912,Reeves,TX,3rd Bone Spring,ACTIVE,2023-05-09,2023-07-17,8684,20589,11572,8222,8961
42-475-45292,Reed 8H,Buena Vista,Texas Energy LLC,31.269889,-103.026869,Ward,TX,Wolfcamp A,ACTIVE,2025-08-12,2025-11-07,12925,24892,11866,12445,13161
42-475-85824,Wallace 8H,Mentone,Texas Energy LLC,31.492489,-103.061879,Ward,TX,Wolfcamp B,ACTIVE,2024-04-28,2024-07-24,12551,24567,12085,12422,12764
42-475-85129,Ranch 2H,Pecos Valley,Texas Energy LLC,31.681976,-103.101066,Ward,TX,Wolfcamp A,ACTIVE,2025-12-21,2026-03-09,11816,17331,5603,11386,11983
42-389-52347,Harris 1H,Monahans,Texas Energy LLC,31.128014,-103.548915,Reeves,TX,Wolfcamp A,ACTIVE,2022-03-26,2022-06-17,9596,15220,5455,9308,9792
42-109-70953,Hill 3H,Mentone,Texas Energy LLC,31.546152,-104.337665,Culberson,TX,Wolfcamp B,SHUT-IN,2024-02-25,2024-04-27,13203,22234,8705,12884,13469
42-495-97065,Patterson 7H,Wink,Texas Energy LLC,31.944829,-103.42005,Winkler,TX,2nd Bone Spring,ACTIVE,2023-03-28,2023-05-21,9965,15734,5840,9708,10094
42-389-97127,Wheeler 5V,Red Hills,Texas Energy LLC,31.643345,-103.546564,Reeves,TX,Wolfcamp B,ACTIVE,2022-08-14,2022-10-23,10108,20243,10016,9614,10206
42-301-43958,Hayes 1H,Delaware Basin,Texas Energy LLC,31.78303,-103.573324,Loving,TX,Bone Spring,ACTIVE,2025-02-03,2025-03-21,10260,23604,13578,9794,10548
42-389-37492,Long 11H,Red Hills,Texas Energy LLC,31.132743,-103.472911,Reeves,TX,Brushy Canyon,ACTIVE,2024-11-17,2025-01-23,12819,26205,13690,12341,13007
42-109-98354,Fisher 4H,Loving,Texas Energy LLC,31.564292,-104.039142,Culberson,TX,1st Bone Spring,ACTIVE,2022-12-15,2023-02-28,11065,23049,11637,10771,11157
42-371-83264,Roberts 3H,Pecos Valley,Texas Energy LLC,31.27907,-102.825679,Pecos,TX,Delaware Mountain,ACTIVE,2024-07-26,2024-10-21,10532,19566,9371,10073,10609
42-389-53437,Davis 3H,Orla,Texas Energy LLC,31.230698,-103.130361,Reeves,TX,Wolfcamp A,ACTIVE,2023-09-21,2023-11-06,10901,23217,11824,10452,11089
42-371-85739,Phillips 1H,Culberson County,Texas Energy LLC,30.884023,-103.464583,Pecos,TX,Wolfcamp A,ACTIVE,2024-11-08,2025-01-07,12059,19415,6945,11910,12294
42-475-35535,Beal 1H,Ward-Estes,Texas Energy LLC,31.681893,-103.257079,Ward,TX,Wolfcamp B,ACTIVE,2025-06-22,2025-09-17,9239,21206,11502,8769,9504
42-495-99884,Butler 5H,Mentone,Texas Energy LLC,31.957018,-103.058832,Winkler,TX,Wolfcamp B,SHUT-IN,2025-03-02,2025-05-30,9919,17186,6886,9574,10163
42-371-55477,Cattle Co 11V,Loving,Texas Energy LLC,31.221485,-102.544884,Pecos,TX,Brushy Canyon,ACTIVE,2023-04-16,2023-07-06,12348,17485,5317,11987,12623
42-371-96952,Bailey 8V,Loving,Texas Energy LLC,30.711617,-102.858557,Pecos,TX,Bone Spring,ACTIVE,2025-07-05,2025-08-25,8635,16985,8315,8277,8860
42-389-46827,Bass 9H,Toyah,Texas Energy LLC,31.474743,-103.32733,Reeves,TX,Wolfcamp A,ACTIVE,2025-09-21,2025-11-08,10574,24789,14595,10117,10756
42-371-52004,Coleman 2H,Balmorhea,Texas Energy LLC,31.079209,-103.742784,Pecos,TX,Wolfcamp B,ACTIVE,2025-07-04,2025-09-01,10251,16850,6734,9986,10345
42-301-35694,Cox 10H,Buena Vista,Texas Energy LLC,31.768997,-103.685425,Loving,TX,Wolfcamp A,ACTIVE,2024-04-25,2024-06-13,9543,22316,12652,9216,9837
42-389-86996,Fisher 8H,Pecos Valley,Texas Energy LLC,31.241082,-103.798048,Reeves,TX,2nd Bone Spring,ACTIVE,2022-11-23,2023-01-13,13128,21051,7814,13005,13220
42-301-58673,Bass 2V,Loving,Texas Energy LLC,31.940852,-103.850077,Loving,TX,Wolfcamp A,ACTIVE,2025-12-24,2026-03-19,10179,20246,10064,10003,10295
42-301-35831,Williams 7H,Culberson County,Texas Energy LLC,31.740504,-103.964808,Loving,TX,Wolfcamp B,ACTIVE,2025-04-14,2025-06-18,10536,22765,11730,10073,10751
42-495-55506,Cattle Co 10H,Buena Vista,Texas Energy LLC,32.079202,-103.135347,Winkler,TX,Avalon Shale,ACTIVE,2025-06-21,2025-08-24,10249,21329,11436,9909,10326
42-495-41296,Ford 6H,Buena Vista,Texas Energy LLC,32.09686,-103.160626,Winkler,TX,2nd Bone Spring,SHUT-IN,2022-11-09,2023-01-18,13164,20877,7463,13027,13347
42-475-72260,Anderson 12H,Grandfalls,Texas Energy LLC,31.486269,-103.095837,Ward,TX,Wolfcamp B,ACTIVE,2024-03-20,2024-05-23,11476,23325,12143,11122,11688
42-371-80780,Cattle Co 7H,Red Hills,Texas Energy LLC,31.247958,-102.588553,Pecos,TX,Delaware Mountain,SHUT-IN,2025-07-28,2025-10-15,12120,25862,13366,11882,12372
42-389-60785,Johnson 7H,Ward-Estes,Texas Energy LLC,31.738358,-103.381601,Reeves,TX,Avalon Shale,ACTIVE,2024-12-20,2025-03-12,12922,20701,7340,12758,13206
42-475-41157,Jordan 6H,Grandfalls,Texas Energy LLC,31.352346,-103.125852,Ward,TX,Wolfcamp C,ACTIVE,2023-03-06,2023-05-04,10570,18370,8183,10378,10791
42-301-88077,Washington 8H,Loving,Texas Energy LLC,31.735967,-103.553768,Loving,TX,2nd Bone Spring,ACTIVE,2022-07-05,2022-09-03,11527,21073,9228,11220,11801
42-109-73452,Minerals 5H,Culberson County,Texas Energy LLC,31.594711,-104.031535,Culberson,TX,Wolfcamp A,ACTIVE,2024-12-26,2025-03-17,10633,16783,6006,10291,10831
42-495-69179,Morgan 12V,Balmorhea,Texas Energy LLC,32.03723,-103.226097,Winkler,TX,1st Bone Spring,ACTIVE,2023-10-23,2023-12-25,11328,18728,7173,10896,11627
42-389-35068,Nelson 5H,Fort Stockton,Texas Energy LLC,31.044654,-103.391187,Reeves,TX,1st Bone Spring,ACTIVE,2025-03-04,2025-05-12,9993,16267,6210,9561,10092
42-371-86347,Patterson 3H,Van Horn,Texas Energy LLC,30.835752,-103.537007,Pecos,TX,Bone Spring,ACTIVE,2025-03-13,2025-06-04,12261,17553,5252,12042,12449
42-371-47991,Graham 10H,Van Horn,Texas Energy LLC,30.570236,-103.303131,Pecos,TX,Wolfcamp C,ACTIVE,2023-07-10,2023-10-01,11197,23611,12359,11030,11299
42-475-58885,Morgan 7H,Pecos Valley,Texas Energy LLC,31.538456,-103.385035,Ward,TX,Bone Spring,ACTIVE,2024-04-10,2024-05-30,11768,21948,10603,11385,12056
42-495-46849,Ward 5H,Balmorhea,Texas Energy LLC,31.75861,-103.353834,Winkler,TX,Wolfcamp A,ACTIVE,2023-10-01,2023-12-01,11483,25078,13332,11119,11636
42-475-52746,University 4H,Culberson County,Texas Energy LLC,31.658813,-103.360265,Ward,TX,Wolfcamp C,ACTIVE,2025-04-08,2025-05-29,9171,21093,11693,8844,9334
42-389-53616,Flores 9H,Red Hills,Texas Energy LLC,31.597502,-103.103569,Reeves,TX,Wolfcamp A,ACTIVE,2025-05-16,2025-07-04,8996,20974,11919,8884,9268
42-475-97033,Baker 5H,Pecos Valley,Texas Energy LLC,31.257823,-103.050248,Ward,TX,2nd Bone Spring,SHUT-IN,2023-06-14,2023-08-02,11204,21526,10143,11041,11438
42-371-84332,Baker 7H,Van Horn,Texas Energy LLC,30.945058,-102.502116,Pecos,TX,Delaware Mountain,ACTIVE,2025-12-09,2026-03-09,11481,20740,9318,11192,11624
42-389-40962,Barnes 10H,Monahans,Texas Energy LLC,31.076311,-103.681521,Reeves,TX,Wolfcamp A,ACTIVE,2025-09-24,2025-12-14,10404,16654,5965,10052,10518
42-389-59225,White 8H,Wink,Texas Energy LLC,31.056419,-103.719934,Reeves,TX,Wolfcamp A,ACTIVE,2024-11-23,2025-02-20,11762,21477,9666,11516,11884
42-389-69675,Campbell 4H,Buena Vista,Texas Energy LLC,31.098099,-103.435206,Reeves,TX,Wolfcamp B,ACTIVE,2025-01-04,2025-03-04,12723,22687,10141,12240,12773
42-109-60763,Wallace 3H,Loving,Texas Energy LLC,31.524108,-104.514341,Culberson,TX,Delaware Mountain,ACTIVE,2023-02-26,2023-05-14,12397,25989,13771,12244,12653
42-301-76441,Bryant 6H,Ward-Estes,Texas Energy LLC,31.772443,-103.824453,Loving,TX,Wolfcamp A,ACTIVE,2022-09-02,2022-11-26,12095,20629,8432,11920,12149
42-371-49973,Wilson 10H,Red Hills,Texas Energy LLC,30.690836,-103.184371,Pecos,TX,Wolfcamp C,SHUT-IN,2023-10-20,2024-01-18,9438,17608,7683,9179,9515
42-389-58698,Harris 2V,Coyanosa,Texas Energy LLC,31.704597,-103.625883,Reeves,TX,Bone Spring,ACTIVE,2025-10-11,2025-12-14,9164,17803,8973,8745,9337
42-109-30211,Hill 3H,Reeves County,Texas Energy LLC,31.832096,-104.711374,Culberson,TX,Wolfcamp B,ACTIVE,2024-07-18,2024-09-20,11960,25333,12945,11651,12173
42-371-70051,Resources 11H,Coyanosa,Texas Energy LLC,31.254683,-103.787414,Pecos,TX,Wolfcamp B,ACTIVE,2025-12-18,2026-02-20,11171,25310,14616,10781,11422
42-495-75974,Davis 2V,Wink,Texas Energy LLC,31.744779,-103.481472,Winkler,TX,1st Bone Spring,SHUT-IN,2022-03-26,2022-06-06,12927,24831,11629,12468,13050
42-495-68955,Anderson 7H,Coyanosa,Texas Energy LLC,32.062528,-103.17105,Winkler,TX,Wolfcamp B,ACTIVE,2024-05-24,2024-07-11,9621,15343,6126,9220,9672
42-109-38692,Wheeler 7H,Orla,Texas Energy LLC,31.842476,-104.0591,Culberson,TX,3rd Bone Spring,ACTIVE,2022-06-12,2022-08-03,11023,19882,8861,10672,11310
42-109-86363,Baker 10H,Van Horn,Texas Energy LLC,31.469282,-104.021208,Culberson,TX,3rd Bone Spring,ACTIVE,2025-12-06,2026-02-14,11106,24243,13475,10783,11215
42-109-51410,Simmons 9H,Ward-Estes,Texas Energy LLC,31.396229,-104.645513,Culberson,TX,Avalon Shale,ACTIVE,2023-06-13,2023-09-11,12277,25746,13257,11926,12343
42-371-61108,Woods 2V,Monahans,Texas Energy LLC,30.70043,-103.627984,Pecos,TX,Brushy Canyon,SHUT-IN,2023-06-11,2023-08-03,13450,19184,5897,13338,13659
42-389-38593,Foster 5H,Fort Stockton,Texas Energy LLC,31.725132,-103.531248,Reeves,TX,Bone Spring,ACTIVE,2022-10-05,2022-11-30,11740,23629,12312,11281,11848
42-389-85164,Reynolds 6H,Reeves County,Texas Energy LLC,31.481693,-103.2306,Reeves,TX,1st Bone Spring,ACTIVE,2023-11-15,2024-02-09,9614,14574,5050,9412,9824
42-389-41793,Parker 9H,Kermit,Texas Energy LLC,31.391187,-103.503336,Reeves,TX,Bone Spring,ACTIVE,2023-10-01,2023-11-21,11307,17277,5996,11164,11407
42-109-34122,Rivera 8V,Pecos Valley,Texas Energy LLC,31.382045,-104.525752,Culberson,TX,Bone Spring,ACTIVE,2024-02-07,2024-04-30,8742,22046,13781,8377,8923
42-495-57202,Watson 5H,Loving,Texas Energy LLC,31.757169,-103.291527,Winkler,TX,Wolfcamp A,SHUT-IN,2024-07-04,2024-08-26,9326,17132,7571,8946,9525
42-389-75591,Ranch 12V,Van Horn,Texas Energy LLC,31.281763,-103.201403,Reeves,TX,Wolfcamp B,ACTIVE,2022-09-07,2022-12-06,10069,19361,9617,9583,10256
42-389-48941,Woods 11H,Monahans,Texas Energy LLC,31.562765,-103.379333,Reeves,TX,Wolfcamp A,ACTIVE,2024-06-13,2024-08-14,10537,20719,9762,10319,10684
42-389-84815,Harrison 9H,Fort Stockton,Texas Energy LLC,31.440397,-103.623232,Reeves,TX,Delaware Mountain,ACTIVE,2022-07-03,2022-09-16,11932,25966,13581,11575,12184
42-475-42240,Graham 5H,Orla,Texas Energy LLC,31.609212,-103.124431,Ward,TX,3rd Bone Spring,ACTIVE,2022-04-16,2022-07-09,9096,21481,12461,8674,9293
42-495-80299,James 12V,Kermit,Texas Energy LLC,32.001167,-103.115106,Winkler,TX,1st Bone Spring,SHUT-IN,2025-01-13,2025-03-01,12493,18901,6422,12264,12682
42-475-54370,Beal 6H,Loving,Texas Energy LLC,31.44819,-103.045866,Ward,TX,Delaware Mountain,ACTIVE,2025-03-05,2025-04-23,10575,16335,5897,10441,10680
42-475-80038,Simmons 1H,Red Hills,Texas Energy LLC,31.413583,-103.047645,Ward,TX,Wolfcamp C,ACTIVE,2025-07-24,2025-10-14,9503,15781,6342,9362,9600
42-389-73420,Mitchell 11H,Loving,Texas Energy LLC,31.274183,-103.655928,Reeves,TX,3rd Bone Spring,ACTIVE,2025-09-11,2025-11-06,12123,16788,5099,11772,12190
42-389-39103,Sanders 3H,Coyanosa,Texas Energy LLC,31.133316,-103.567491,Reeves,TX,1st Bone Spring,ACTIVE,2023-05-03,2023-06-27,8579,23171,14732,8237,8778
42-109-87965,Morgan 9H,Monahans,Texas Energy LLC,31.746797,-104.415647,Culberson,TX,2nd Bone Spring,ACTIVE,2024-07-24,2024-09-26,9472,24178,14761,9002,9555
42-475-68112,Coleman 10V,Imperial,Texas Energy LLC,31.218509,-103.30016,Ward,TX,Avalon Shale,ACTIVE,2022-09-01,2022-11-12,13221,23461,10174,13089,13339
42-389-43926,Davis 1H,Red Hills,Texas Energy LLC,31.730087,-103.29922,Reeves,TX,Wolfcamp A,ACTIVE,2025-01-16,2025-03-11,8507,14306,5619,8208,8625
42-389-92352,Foster 10H,Buena Vista,Texas Energy LLC,31.362991,-103.490687,Reeves,TX,Wolfcamp B,ACTIVE,2024-10-21,2025-01-09,10200,15690,5801,10025,10264
42-389-65557,State 2H,Kermit,Texas Energy LLC,31.042468,-103.341669,Reeves,TX,1st Bone Spring,ACTIVE,2022-01-10,2022-04-06,11666,20342,8787,11306,11966
42-475-71426,Myers 1H,Reeves County,Texas Energy LLC,31.259353,-103.251313,Ward,TX,Wolfcamp C,ACTIVE,2022-02-26,2022-05-20,10995,24398,13328,10790,11212
42-389-49722,Watson 7H,Delaware Basin,Texas Energy LLC,31.597147,-103.264129,Reeves,TX,Delaware Mountain,ACTIVE,2025-05-27,2025-07-29,9815,19219,9201,9408,9925
42-475-34306,Ranch 5H,Orla,Texas Energy LLC,31.288435,-103.170294,Ward,TX,Bone Spring,ACTIVE,2025-08-25,2025-10-16,13160,26372,13037,12777,13385
42-389-84003,Rogers 1H,Coyanosa,Texas Energy LLC,31.781061,-103.397847,Reeves,TX,3rd Bone Spring,ACTIVE,2025-05-27,2025-07-12,9043,20843,12077,8875,9249
42-495-42595,Harris 5H,Van Horn,Texas Energy LLC,31.754382,-103.169184,Winkler,TX,Avalon Shale,ACTIVE,2025-10-13,2025-12-26,12857,27301,14282,12525,13010
42-371-51177,Minerals 11H,Mentone,Texas Energy LLC,31.27652,-103.123019,Pecos,TX,Wolfcamp B,ACTIVE,2025-11-10,2026-01-14,9619,23014,12939,9163,9688
42-389-93936,Myers 7H,Grandfalls,Texas Energy LLC,31.2897,-103.44889,Reeves,TX,Wolfcamp A,ACTIVE,2024-11-21,2025-01-12,10084,21481,11726,9862,10188
42-495-65183,Wheeler 2H,Loving,Texas Energy LLC,32.069181,-103.185235,Winkler,TX,Wolfcamp A,ACTIVE,2022-08-06,2022-10-01,11744,22268,10091,11611,11860
42-389-52936,Powell 5H,Orla,Texas Energy LLC,31.444853,-103.601264,Reeves,TX,Wolfcamp B,ACTIVE,2024-10-19,2025-01-10,10934,15958,5523,10695,11007
42-389-66935,Green 7H,Van Horn,Texas Energy LLC,31.158931,-103.509853,Reeves,TX,Avalon Shale,ACTIVE,2022-09-21,2022-12-14,10373,17327,6457,10037,10473
42-389-30529,King 12H,Wink,Texas Energy LLC,31.203774,-103.414686,Reeves,TX,1st Bone Spring,ACTIVE,2024-12-27,2025-03-05,12992,24498,11471,12556,13251
42-389-43277,Collins 1H,Grandfalls,Texas Energy LLC,31.116751,-103.302226,Reeves,TX,Bone Spring,ACTIVE,2025-07-11,2025-10-03,12270,23090,10684,12003,12392
42-475-77560,Powell 4H,Monahans,Texas Energy LLC,31.651579,-103.157376,Ward,TX,Wolfcamp B,SHUT-IN,2024-05-03,2024-07-02,10936,19762,8446,10754,11220
42-475-35861,White 7H,Monahans,Texas Energy LLC,31.313094,-103.086445,Ward,TX,1st Bone Spring,ACTIVE,2025-08-10,2025-09-30,13323,19598,6365,13205,13455
42-301-90377,Cooper 10H,Buena Vista,Texas Energy LLC,31.967288,-103.652603,Loving,TX,Bone Spring,ACTIVE,2024-06-22,2024-09-06,9959,15464,5272,9485,10047
42-301-66896,Kelly 3H,Coyanosa,Texas Energy LLC,31.756295,-103.970909,Loving,TX,2nd Bone Spring,ACTIVE,2023-06-01,2023-08-20,9254,22558,13062,8834,9515
42-389-63382,Cooper 12V,Reeves County,Texas Energy LLC,31.264473,-103.56224,Reeves,TX,Wolfcamp C,SHUT-IN,2025-04-24,2025-07-18,9536,17387,7788,9260,9794
42-495-68159,White 7H,Mentone,Texas Energy LLC,32.088293,-103.307114,Winkler,TX,Wolfcamp B,ACTIVE,2022-10-20,2023-01-04,11976,21031,9213,11762,12094
42-301-99337,Jordan 5H,Monahans,Texas Energy LLC,31.799803,-103.986005,Loving,TX,Delaware Mountain,ACTIVE,2024-08-11,2024-10-24,11788,26631,14614,11320,12042
42-371-78382,University 10V,Delaware Basin,Texas Energy LLC,30.789824,-103.148107,Pecos,TX,2nd Bone Spring,ACTIVE,2023-08-07,2023-09-23,10230,20121,9946,10083,10366
42-495-50892,Wood 10H,Monahans,Texas Energy LLC,31.741485,-103.044387,Winkler,TX,Wolfcamp A,ACTIVE,2024-10-01,2024-12-28,9570,22926,12914,9221,9648
42-109-35297,Hart 5H,Balmorhea,Texas Energy LLC,31.453173,-104.409886,Culberson,TX,Wolfcamp B,ACTIVE,2024-07-16,2024-09-28,8880,14697,5653,8615,8956
42-475-33969,Rogers 11H,Monahans,Texas Energy LLC,31.449019,-103.186418,Ward,TX,Bone Spring,SHUT-IN,2025-02-23,2025-04-12,9794,21921,12202,9447,9962
42-475-37542,Cole 3H,Delaware Basin,Texas Energy LLC,31.647921,-103.261687,Ward,TX,1st Bone Spring,SHUT-IN,2024-10-09,2024-11-24,13396,26378,13041,12936,13641
42-389-77342,Woods 2H,Ward-Estes,Texas Energy LLC,31.220795,-103.288149,Reeves,TX,1st Bone Spring,ACTIVE,2023-03-12,2023-05-01,9437,18921,9271,8937,9637
42-389-44040,Resources 4V,Van Horn,Texas Energy LLC,31.192981,-103.602031,Reeves,TX,Delaware Mountain,ACTIVE,2023-11-16,2024-02-02,8527,16450,7442,8417,8660
42-495-77084,Howard 3H,Fort Stockton,Texas Energy LLC,31.73991,-103.197182,Winkler,TX,Wolfcamp B,ACTIVE,2025-01-01,2025-02-25,9543,18173,9092,9377,9650
42-475-71714,Hayes 3H,Red Hills,Texas Energy LLC,31.540781,-103.499673,Ward,TX,Wolfcamp B,ACTIVE,2024-07-13,2024-10-05,11218,23781,12481,11099,11275
42-109-50787,Hayes 1H,Ward-Estes,Texas Energy LLC,31.879437,-104.252441,Culberson,TX,2nd Bone Spring,ACTIVE,2022-02-01,2022-04-26,11475,23598,11644,11121,11669
42-475-67980,Johnson 9H,Ward-Estes,Texas Energy LLC,31.663902,-103.245891,Ward,TX,Delaware Mountain,ACTIVE,2023-02-15,2023-04-23,12775,26437,13407,12556,12971
42-371-71973,Gray 1V,Orla,Texas Energy LLC,31.231464,-103.318084,Pecos,TX,Delaware Mountain,ACTIVE,2024-09-19,2024-12-10,11920,21412,9836,11720,12054
42-389-47784,Clayton 6H,Van Horn,Texas Energy LLC,31.682304,-103.605487,Reeves,TX,Delaware Mountain,ACTIVE,2023-01-12,2023-03-22,9645,14693,5451,9206,9884
42-495-72160,Davis 11H,Pecos Valley,Texas Energy LLC,31.848149,-103.428257,Winkler,TX,Wolfcamp A,ACTIVE,2025-10-04,2025-12-02,8788,23080,14234,8651,8843
42-475-80475,Anderson 9V,Delaware Basin,Texas Energy LLC,31.501062,-103.107971,Ward,TX,Wolfcamp A,ACTIVE,2025-03-14,2025-05-15,9950,17259,7665,9542,10241
42-389-81214,Phillips 9V,Grandfalls,Texas Energy LLC,31.525155,-103.529888,Reeves,TX,Wolfcamp A,ACTIVE,2024-02-17,2024-05-15,11393,23734,11888,10988,11454
42-109-88648,Harrison 12H,Culberson County,Texas Energy LLC,31.499826,-104.370186,Culberson,TX,1st Bone Spring,ACTIVE,2022-08-15,2022-10-24,10189,19348,8979,9939,10404
42-109-96448,Collins 10H,Toyah,Texas Energy LLC,31.375499,-104.459285,Culberson,TX,Bone Spring,ACTIVE,2024-10-23,2025-01-09,10125,24699,14305,9954,10208
42-389-75178,Martin 3V,Wink,Texas Energy LLC,31.768016,-103.178902,Reeves,TX,1st Bone Spring,ACTIVE,2023-07-19,2023-09-24,12960,20306,7402,12522,13078
42-475-78752,Patterson 7V,Reeves County,Texas Energy LLC,31.25701,-103.365898,Ward,TX,Bone Spring,ACTIVE,2022-07-19,2022-09-02,10198,25151,14576,10007,10295
42-389-80516,Myers 7V,Delaware Basin,Texas Energy LLC,31.40078,-103.54905,Reeves,TX,Wolfcamp C,ACTIVE,2023-12-14,2024-01-29,12638,18589,5688,12147,12839
42-475-34903,Price 2H,Loving,Texas Energy LLC,31.34506,-103.424231,Ward,TX,Brushy Canyon,ACTIVE,2023-12-06,2024-02-21,12729,27869,14973,12362,13017
42-389-35836,Coleman 7H,Loving,Texas Energy LLC,31.082252,-103.592283,Reeves,TX,Wolfcamp A,ACTIVE,2025-07-05,2025-09-10,10849,19992,8700,10399,10997
42-475-77254,Turner 6H,Delaware Basin,Texas Energy LLC,31.288673,-103.264051,Ward,TX,Delaware Mountain,ACTIVE,2023-07-13,2023-09-19,11223,25809,14219,11090,11341
42-371-70572,Cattle Co 2H,Wink,Texas Energy LLC,30.937709,-102.540369,Pecos,TX,Wolfcamp A,ACTIVE,2024-03-03,2024-05-04,13222,24035,10952,13077,13290
42-389-68905,Ramirez 1H,Van Horn,Texas Energy LLC,31.100289,-103.47037,Reeves,TX,2nd Bone Spring,ACTIVE,2022-07-23,2022-09-28,12456,21181,8736,12144,12538
42-389-40302,Wilson 2H,Coyanosa,Texas Energy LLC,31.339844,-103.265883,Reeves,TX,2nd Bone Spring,ACTIVE,2022-01-26,2022-04-23,12706,26984,14718,12366,12786
42-389-40696,Anderson 12H,Orla,Texas Energy LLC,31.29993,-103.780269,Reeves,TX,3rd Bone Spring,ACTIVE,2024-08-23,2024-10-15,12342,24821,12349,12240,12623
42-371-52709,James 4H,Reeves County,Texas Energy LLC,30.710967,-103.134402,Pecos,TX,Wolfcamp A,ACTIVE,2024-04-14,2024-06-27,12379,21135,8973,11941,12575
42-371-84140,Fisher 2V,Orla,Texas Energy LLC,31.060678,-103.31576,Pecos,TX,Wolfcamp A,SHUT-IN,2025-02-19,2025-05-11,9010,21314,12126,8844,9120
42-495-93956,Hart 4H,Delaware Basin,Texas Energy LLC,32.048953,-103.48205,Winkler,TX,Brushy Canyon,SHUT-IN,2022-11-23,2023-01-13,12134,20069,7725,11881,12415
42-371-65396,Kelly 6H,Buena Vista,Texas Energy LLC,31.272115,-103.652618,Pecos,TX,Bone Spring,ACTIVE,2022-08-22,2022-11-14,10779,17007,6364,10632,10919
42-495-52323,West 6H,Grandfalls,Texas Energy LLC,31.972507,-103.326862,Winkler,TX,Wolfcamp C,ACTIVE,2024-10-03,2024-12-15,9045,14785,5896,8919,9230
42-301-42186,Hill 11H,Wink,Texas Energy LLC,31.982925,-103.79558,Loving,TX,3rd Bone Spring,ACTIVE,2023-11-24,2024-02-02,12542,17997,5128,12158,12657
42-475-85735,Campbell 6H,Wink,Texas Energy LLC,31.662306,-103.207399,Ward,TX,1st Bone Spring,ACTIVE,2022-12-15,2023-01-29,11108,18934,8197,10664,11259
42-475-35144,Griffin 1H,Monahans,Texas Energy LLC,31.47885,-103.241937,Ward,TX,Wolfcamp B,ACTIVE,2024-05-15,2024-07-09,11960,21910,9823,11833,12186
42-475-91566,Flores 4H,Pecos Valley,Texas Energy LLC,31.680328,-103.156754,Ward,TX,Wolfcamp C,ACTIVE,2024-06-13,2024-07-29,12521,24910,12148,12193,12803
42-371-67613,Price 8H,Delaware Basin,Texas Energy LLC,30.531162,-103.303086,Pecos,TX,Wolfcamp A,ACTIVE,2022-05-04,2022-07-21,9859,23566,13304,9753,9995
42-495-62112,Barnes 5V,Monahans,Texas Energy LLC,31.713597,-103.379572,Winkler,TX,Brushy Canyon,ACTIVE,2022-08-28,2022-11-22,11630,21286,9509,11196,11793
