EVENT_ID,API_NO,WELL_NAME,FIELD,EVENT_DATE,EVENT_TYPE,EVENT_DESCRIPTION,DURATION_HOURS,COST_USD
EVT-004006,42-109-38692,Wheeler 7H,Orla,2024-06-29,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,32.8,10826.72
EVT-004007,42-109-38692,Wheeler 7H,Orla,2025-03-30,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,37.5,22392.19
EVT-004008,42-109-38692,Wheeler 7H,Orla,2025-12-25,MAINTENANCE,Routine tubing pressure test and casing inspection,43.3,17793.03
EVT-004009,42-109-86363,Baker 10H,Van Horn,2026-03-06,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,3.3,5871.19
EVT-004010,42-109-86363,Baker 10H,Van Horn,2026-03-13,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,23.1,19383.37
EVT-004011,42-109-86363,Baker 10H,Van Horn,2026-06-07,INSPECTION,Scheduled wellhead maintenance and valve replacement,16.1,1360.92
EVT-004012,42-109-86363,Baker 10H,Van Horn,2026-04-29,INSPECTION,Annual safety valve inspection and function test completed,19.5,17472.57
EVT-004013,42-109-51410,Simmons 9H,Ward-Estes,2025-09-08,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,44.6,22778.02
EVT-004014,42-371-61108,Woods 2V,Monahans,2023-11-18,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,18.1,10562.02
EVT-004015,42-389-38593,Foster 5H,Fort Stockton,2024-04-04,INSPECTION,Routine tubing pressure test and casing inspection,18.6,22384.52
EVT-004016,42-389-38593,Foster 5H,Fort Stockton,2023-12-20,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,5.6,20564.57
EVT-004017,42-389-38593,Foster 5H,Fort Stockton,2024-03-10,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,29.5,17669.14
EVT-004018,42-389-85164,Reynolds 6H,Reeves County,2026-06-09,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,26.3,9838.63
EVT-004019,42-389-85164,Reynolds 6H,Reeves County,2024-07-05,MAINTENANCE,Routine tubing pressure test and casing inspection,2.7,19243.75
EVT-004020,42-389-85164,Reynolds 6H,Reeves County,2025-02-12,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,34.9,14614.37
EVT-004021,42-389-85164,Reynolds 6H,Reeves County,2024-02-09,INSPECTION,Annual safety valve inspection and function test completed,14.7,5625.76
EVT-004022,42-389-41793,Parker 9H,Kermit,2024-03-17,INSPECTION,Annual safety valve inspection and function test completed,16.8,5843.5
EVT-004023,42-389-41793,Parker 9H,Kermit,2024-06-09,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,10.7,4214.8
EVT-004024,42-389-41793,Parker 9H,Kermit,2024-05-18,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,41.7,20013.11
EVT-004025,42-109-34122,Rivera 8V,Pecos Valley,2025-03-15,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,13.7,16626.82
EVT-004026,42-495-57202,Watson 5H,Loving,2024-09-13,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,17.0,20001.7
EVT-004027,42-495-57202,Watson 5H,Loving,2024-10-28,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,15.4,16377.72
EVT-004028,42-389-75591,Ranch 12V,Van Horn,2025-06-24,INSPECTION,Routine tubing pressure test and casing inspection,45.8,20379.5
EVT-004029,42-389-75591,Ranch 12V,Van Horn,2024-05-10,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,13.0,4357.07
EVT-004030,42-389-75591,Ranch 12V,Van Horn,2024-05-23,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,21.0,17372.74
EVT-004031,42-389-75591,Ranch 12V,Van Horn,2023-10-09,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,17.6,5769.36
EVT-004032,42-389-48941,Woods 11H,Monahans,2026-06-02,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,46.9,6160.35
EVT-004033,42-389-48941,Woods 11H,Monahans,2026-04-04,INSPECTION,Scheduled wellhead maintenance and valve replacement,7.6,12338.03
EVT-004034,42-389-84815,Harrison 9H,Fort Stockton,2023-09-20,MAINTENANCE,Annual safety valve inspection and function test completed,24.4,14389.69
EVT-004035,42-389-84815,Harrison 9H,Fort Stockton,2024-09-04,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,43.6,5744.26
EVT-004036,42-389-84815,Harrison 9H,Fort Stockton,2026-03-25,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,25.6,23610.72
EVT-004037,42-475-42240,Graham 5H,Orla,2023-08-12,FAILURE,"ESP motor failure due to overheating, well shut-in pending replacement",71.6,313768.6
EVT-004038,42-475-42240,Graham 5H,Orla,2024-03-01,FAILURE,"Severe corrosion-induced tubing failure, well flowing up annulus",205.6,520833.92
EVT-004039,42-475-42240,Graham 5H,Orla,2024-03-04,EQUIPMENT_CHANGE,"Casing collapse detected during pressure test, integrity compromised",135.3,167500.86
EVT-004040,42-475-42240,Graham 5H,Orla,2024-01-30,FAILURE,"Casing collapse detected during pressure test, integrity compromised",91.4,647166.66
EVT-004041,42-475-42240,Graham 5H,Orla,2024-09-17,FAILURE,Gas lift valve failure causing complete loss of artificial lift,295.3,533313.54
EVT-004042,42-475-42240,Graham 5H,Orla,2024-06-07,FAILURE,Electrical cable failure on ESP causing complete shutdown,315.2,564735.45
EVT-004043,42-475-42240,Graham 5H,Orla,2022-12-29,FAILURE,Electrical cable failure on ESP causing complete shutdown,343.1,189897.18
EVT-004044,42-475-42240,Graham 5H,Orla,2026-06-30,FAILURE,"Downhole pump seized due to severe sand production, pulling unit dispatched",353.8,344796.34
EVT-004045,42-475-42240,Graham 5H,Orla,2026-06-26,FAILURE,"Downhole pump seized due to severe sand production, pulling unit dispatched",29.7,215342.47
EVT-004046,42-495-80299,James 12V,Kermit,2025-12-25,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,21.6,18084.65
EVT-004047,42-475-54370,Beal 6H,Loving,2026-02-22,INSPECTION,Annual safety valve inspection and function test completed,35.0,18535.96
EVT-004048,42-475-54370,Beal 6H,Loving,2025-08-05,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,19.6,24460.65
EVT-004049,42-475-54370,Beal 6H,Loving,2026-01-01,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,37.4,670.34
EVT-004050,42-475-54370,Beal 6H,Loving,2025-10-08,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,18.7,11177.44
EVT-004051,42-475-80038,Simmons 1H,Red Hills,2025-11-26,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,37.8,931.52
EVT-004052,42-475-80038,Simmons 1H,Red Hills,2026-05-06,MAINTENANCE,Routine tubing pressure test and casing inspection,2.4,16795.09
EVT-004053,42-389-73420,Mitchell 11H,Loving,2026-03-19,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,14.9,11183.95
EVT-004054,42-389-73420,Mitchell 11H,Loving,2026-03-27,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,13.6,5193.59
EVT-004055,42-389-73420,Mitchell 11H,Loving,2025-11-28,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,38.3,23847.81
EVT-004056,42-389-39103,Sanders 3H,Coyanosa,2025-09-05,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,28.6,10217.53
EVT-004057,42-109-87965,Morgan 9H,Monahans,2025-02-06,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,4.1,16017.38
EVT-004058,42-109-87965,Morgan 9H,Monahans,2025-03-13,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,23.8,4543.64
EVT-004059,42-109-87965,Morgan 9H,Monahans,2026-03-24,MAINTENANCE,Routine tubing pressure test and casing inspection,43.8,14814.62
EVT-004060,42-475-68112,Coleman 10V,Imperial,2023-08-26,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,27.0,17004.5
EVT-004061,42-475-68112,Coleman 10V,Imperial,2026-03-17,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,12.0,4077.46
EVT-004062,42-475-68112,Coleman 10V,Imperial,2023-12-16,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,29.2,2703.78
EVT-004063,42-389-43926,Davis 1H,Red Hills,2026-03-26,CHEMICAL_TREATMENT,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",29.8,6213.48
EVT-004064,42-389-43926,Davis 1H,Red Hills,2026-01-22,EQUIPMENT_CHANGE,"Scale buildup detected in tubing, chemical squeeze scheduled",77.3,261062.84
EVT-004065,42-389-43926,Davis 1H,Red Hills,2026-06-21,EQUIPMENT_CHANGE,"Gas lift valve partially plugged, reduced injection efficiency",24.8,239741.27
EVT-004066,42-389-92352,Foster 10H,Buena Vista,2025-02-13,EQUIPMENT_CHANGE,Emulsion issues at separator requiring increased demulsifier dosage,140.2,240471.62
EVT-004067,42-389-92352,Foster 10H,Buena Vista,2026-02-12,INSPECTION,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",43.8,4123.56
EVT-004068,42-389-92352,Foster 10H,Buena Vista,2026-06-06,INSPECTION,"Increasing water cut trend noted, zone isolation evaluation in progress",31.2,18861.4
EVT-004069,42-389-92352,Foster 10H,Buena Vista,2025-12-10,CHEMICAL_TREATMENT,Emulsion issues at separator requiring increased demulsifier dosage,44.9,13662.45
EVT-004070,42-389-92352,Foster 10H,Buena Vista,2025-02-21,EQUIPMENT_CHANGE,"Paraffin accumulation restricting flow, hot oil treatment performed",117.2,177234.19
EVT-004071,42-389-92352,Foster 10H,Buena Vista,2026-05-12,EQUIPMENT_CHANGE,"Scale buildup detected in tubing, chemical squeeze scheduled",36.7,78390.79
EVT-004072,42-389-65557,State 2H,Kermit,2024-11-21,CHEMICAL_TREATMENT,"Paraffin accumulation restricting flow, hot oil treatment performed",26.8,20923.56
EVT-004073,42-389-65557,State 2H,Kermit,2022-04-16,CHEMICAL_TREATMENT,"Elevated motor temperature detected, monitoring increased frequency",20.9,13166.4
EVT-004074,42-389-65557,State 2H,Kermit,2025-02-03,EQUIPMENT_CHANGE,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",94.6,131282.89
EVT-004075,42-389-65557,State 2H,Kermit,2026-01-02,MAINTENANCE,"Increasing water cut trend noted, zone isolation evaluation in progress",17.2,16659.15
EVT-004076,42-389-65557,State 2H,Kermit,2023-06-27,CHEMICAL_TREATMENT,"Paraffin accumulation restricting flow, hot oil treatment performed",25.8,14543.78
EVT-004077,42-389-65557,State 2H,Kermit,2026-01-29,EQUIPMENT_CHANGE,"Gas lift valve partially plugged, reduced injection efficiency",42.8,173844.27
EVT-004078,42-389-65557,State 2H,Kermit,2026-06-04,EQUIPMENT_CHANGE,"Paraffin accumulation restricting flow, hot oil treatment performed",28.3,203686.66
EVT-004079,42-475-71426,Myers 1H,Reeves County,2025-07-19,EQUIPMENT_CHANGE,"Increasing water cut trend noted, zone isolation evaluation in progress",144.3,31459.69
EVT-004080,42-475-71426,Myers 1H,Reeves County,2023-12-28,EQUIPMENT_CHANGE,"Gas lift valve partially plugged, reduced injection efficiency",43.6,192374.29
EVT-004081,42-475-71426,Myers 1H,Reeves County,2024-07-27,EQUIPMENT_CHANGE,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",92.3,217735.94
EVT-004082,42-475-71426,Myers 1H,Reeves County,2024-06-30,INSPECTION,"Sand production increasing, pump wear accelerating",41.1,21402.55
EVT-004083,42-475-71426,Myers 1H,Reeves County,2025-03-15,INSPECTION,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",46.0,12722.28
EVT-004084,42-475-71426,Myers 1H,Reeves County,2022-06-22,CHEMICAL_TREATMENT,"Sand production increasing, pump wear accelerating",29.0,20667.0
EVT-004085,42-475-71426,Myers 1H,Reeves County,2026-05-02,EQUIPMENT_CHANGE,"Scale buildup detected in tubing, chemical squeeze scheduled",78.9,153597.63
EVT-004086,42-389-49722,Watson 7H,Delaware Basin,2026-01-30,INSPECTION,Annual safety valve inspection and function test completed,16.7,2425.51
EVT-004087,42-389-49722,Watson 7H,Delaware Basin,2025-09-25,INSPECTION,Annual safety valve inspection and function test completed,9.6,7140.45
EVT-004088,42-475-34306,Ranch 5H,Orla,2025-11-06,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,24.5,17413.79
EVT-004089,42-389-84003,Rogers 1H,Coyanosa,2026-03-13,INSPECTION,Routine tubing pressure test and casing inspection,29.0,15863.32
EVT-004090,42-495-42595,Harris 5H,Van Horn,2026-05-08,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,19.8,8996.29
EVT-004091,42-371-51177,Minerals 11H,Mentone,2026-05-17,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,29.0,8215.82
EVT-004092,42-371-51177,Minerals 11H,Mentone,2026-04-20,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,47.0,12550.13
EVT-004093,42-371-51177,Minerals 11H,Mentone,2026-03-04,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,37.6,16192.28
EVT-004094,42-371-51177,Minerals 11H,Mentone,2026-02-03,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,11.4,8934.16
EVT-004095,42-389-93936,Myers 7H,Grandfalls,2025-03-14,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,35.8,8400.52
EVT-004096,42-495-65183,Wheeler 2H,Loving,2025-07-21,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,32.2,16781.64
EVT-004097,42-495-65183,Wheeler 2H,Loving,2025-08-16,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,39.1,8496.3
EVT-004098,42-389-52936,Powell 5H,Orla,2025-07-10,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,23.8,5017.54
EVT-004099,42-389-52936,Powell 5H,Orla,2025-02-10,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,36.7,14938.79
EVT-004100,42-389-66935,Green 7H,Van Horn,2025-07-15,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,42.8,14971.06
EVT-004101,42-389-30529,King 12H,Wink,2025-07-08,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,40.3,6046.66
EVT-004102,42-389-30529,King 12H,Wink,2025-05-25,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,11.2,24473.05
EVT-004103,42-389-30529,King 12H,Wink,2025-04-11,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,32.1,17214.53
EVT-004104,42-389-30529,King 12H,Wink,2025-05-15,INSPECTION,Scheduled wellhead maintenance and valve replacement,21.7,2770.33
EVT-004105,42-389-43277,Collins 1H,Grandfalls,2026-04-24,MAINTENANCE,Annual safety valve inspection and function test completed,11.1,16351.73
EVT-004106,42-389-43277,Collins 1H,Grandfalls,2026-03-01,INSPECTION,Annual safety valve inspection and function test completed,4.3,13933.88
EVT-004107,42-475-77560,Powell 4H,Monahans,2026-05-25,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,26.1,7083.22
EVT-004108,42-475-77560,Powell 4H,Monahans,2025-10-08,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,41.0,14003.21
EVT-004109,42-475-35861,White 7H,Monahans,2026-02-13,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,30.5,11282.29
EVT-004110,42-475-35861,White 7H,Monahans,2025-11-06,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,43.6,19438.19
EVT-004111,42-475-35861,White 7H,Monahans,2025-12-13,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,4.7,12305.89
EVT-004112,42-475-35861,White 7H,Monahans,2026-03-26,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,18.5,17656.24
EVT-004113,42-301-90377,Cooper 10H,Buena Vista,2025-09-06,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,18.1,5352.1
EVT-004114,42-301-90377,Cooper 10H,Buena Vista,2025-11-13,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,8.5,22502.82
EVT-004115,42-301-90377,Cooper 10H,Buena Vista,2025-08-27,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,13.6,22699.69
EVT-004116,42-301-90377,Cooper 10H,Buena Vista,2024-10-09,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,44.5,14476.36
EVT-004117,42-301-66896,Kelly 3H,Coyanosa,2024-02-29,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,42.8,7290.24
EVT-004118,42-301-66896,Kelly 3H,Coyanosa,2024-02-15,INSPECTION,Annual safety valve inspection and function test completed,35.7,1293.92
EVT-004119,42-301-66896,Kelly 3H,Coyanosa,2026-01-28,MAINTENANCE,Routine tubing pressure test and casing inspection,14.1,11293.9
EVT-004120,42-389-63382,Cooper 12V,Reeves County,2025-12-04,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,2.5,20162.18
EVT-004121,42-389-63382,Cooper 12V,Reeves County,2025-08-01,MAINTENANCE,Routine tubing pressure test and casing inspection,8.7,12431.03
EVT-004122,42-495-68159,White 7H,Mentone,2026-03-15,INSPECTION,Routine tubing pressure test and casing inspection,28.3,3723.15
EVT-004123,42-301-99337,Jordan 5H,Monahans,2025-05-29,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,6.8,3322.06
EVT-004124,42-301-99337,Jordan 5H,Monahans,2025-04-24,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,35.2,4233.19
EVT-004125,42-301-99337,Jordan 5H,Monahans,2026-03-26,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,11.7,12865.41
EVT-004126,42-371-78382,University 10V,Delaware Basin,2026-03-27,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,32.0,4389.41
EVT-004127,42-371-78382,University 10V,Delaware Basin,2024-08-14,MAINTENANCE,Annual safety valve inspection and function test completed,26.8,5334.87
EVT-004128,42-495-50892,Wood 10H,Monahans,2026-05-27,MAINTENANCE,"Paraffin accumulation restricting flow, hot oil treatment performed",22.5,13146.26
